Receiver_Address	Token_ID	Amount	usd	price	fractions	Round	Airdropped
0x13b19ceb281ce78e29cb85ed5d267a1b35bc0455	1587	1	3.27	0	3	Gitcoin Alpha	yes
0x68f1173ae6d96a11d05f6dbd7d3226855e4c4c5b	1587	1	3.14	0	3	Gitcoin Alpha	yes
0x67434e4f16fb70e59c91b8642522fac5b0c292c1	1587	1	3.03	0	3	Gitcoin Alpha	yes
0x960776beeb75dd01ac73734224dbb8f88108466d	1587	1	2.79	0	2	Gitcoin Alpha	yes
0xcd0d4cdb238eec15fcf4ff9d13d5a59051e507d7	1587	1	2.39	0	2	Gitcoin Alpha	yes
0x6ba3d20bf68a33ffc58bbc3e234d6a6266913f6c	1587	1	2.27	0	2	Gitcoin Alpha	yes
0xbbf7bfc4d9acce27082613e2c14d9fe8d1a54a29	1587	1	2.12	0	2	Gitcoin Alpha	yes
0x36da6d54db355020268c851e52379a01c2b2d648	1587	1	2.1	0	2	Gitcoin Alpha	yes
0xa9b36da931a19a7619b6bd5835a3765dccd7c298	1587	1	2	0	2	Gitcoin Alpha	yes
0x0ea26051f7657d59418da186137141cea90d0652	1587	1	2	0	2	Gitcoin Alpha	yes
0xcade2589365c84ad107e26bc4023c1d0a7b6f016	1587	1	1.73	0	1	Gitcoin Alpha	yes
0x2d1bdc590cb736097bc5577c8974e28dc48f5ecc	1587	1	1.7	0	1	Gitcoin Alpha	yes
0xa4dc2788bcc832095bba2b148a5d98d0dca270a6	1587	1	1.66	0	1	Gitcoin Alpha	yes
0x031a90949a88c68373a6b3a359dfb33d7fb20b3b	1587	1	1.64	0	1	Gitcoin Alpha	yes
0x0cfbefe4ee25a2f2045c8707a1aaaa9ebd3c86ce	1587	1	1.59	0	1	Gitcoin Alpha	yes
0x809c9f8dd8ca93a41c3adca4972fa234c28f7714	1587	1	1.59	0	1	Gitcoin Alpha	yes
0x1cf274a674a29ffe2425c1111b64b4d181744ce2	1587	1	1.59	0	1	Gitcoin Alpha	yes
0xb414e8129b34f4a4725b395aef84ada3c0f1ef69	1587	1	1.58	0	1	Gitcoin Alpha	yes
0xfa396090b4dfd2bd86bbf6de63635d6e390b5de1	1587	1	1.56	0	1	Gitcoin Alpha	yes
0x035e8a0a57f24fd10d447c6ce44524513dd6e09c	1587	1	1.55	0	1	Gitcoin Alpha	yes
0x2abfc85d4ea442d41b5e974b7603051ccc4bfcb2	1587	1	1.26	0	1	Gitcoin Alpha	yes
0x4ef69d39ccae54454bbaaa269a7f4dd07859e582	1587	1	1.26	0	1	Gitcoin Alpha	yes
0xb272332235cceb1bbf1d6bdb866de16219854325	1587	1	1.26	0	1	Gitcoin Alpha	yes
0xbc8fc97c4e2a0f69aac3b6ac4bcce9c8f37cdf30	1587	1	1.25	0	1	Gitcoin Alpha	yes
0x5f05ed08e67cbd71e5f4819146c5409f405baee7	1587	1	1.2	0	1	Gitcoin Alpha	yes
0x29682fc26ce6141920bcef9f6ab2bf8e90c328fc	1587	1	1.2	0	1	Gitcoin Alpha	yes
0xcc6c492e6f4947fcd92acb0fba5d20ffe942d7c3	1587	1	1.2	0	1	Gitcoin Alpha	yes
0x4dcf0dc59320adc3facf21fd838815f54084cc6b	1587	1	1.2	0	1	Gitcoin Alpha	yes
0xdc506b083fb487df464fd8177fc13d99bb4ed9e5	1587	1	1.19	0	1	Gitcoin Alpha	yes
0x13a9c4fefc49ee1341b4574683eb1fea6cb535b5	1587	1	1.19	0	1	Gitcoin Alpha	yes
0xc48edbff8347fa83f62cd9966d2475048d7c3247	1587	1	1.18	0	1	Gitcoin Alpha	yes
0x441a7567ce23d5508f88a05cb460095179a94db7	1587	1	1.15	0	1	Gitcoin Alpha	yes
0xffb615509667e450b73f367f694bfe4fcad726cc	1587	1	1.14	0	1	Gitcoin Alpha	yes
0x77d15e5d7a7d3aceec38cd84aecb0670567c8abe	1587	1	1.14	0	1	Gitcoin Alpha	yes
0x574f09b4d3bebb5af359033f3e8674e2fc7d419e	1587	1	1.14	0	1	Gitcoin Alpha	yes
0xb17b3e7910af9d232cb683c083ef73c34521fc8a	1587	1	1.13	0	1	Gitcoin Alpha	yes
0xd725da7b8631b1671f7313041db607753310b5ef	1587	1	1.12	0	1	Gitcoin Alpha	yes
0x7704dfc9413084fd08f9e2187e54e1792bc18aec	1587	1	1.11	0	1	Gitcoin Alpha	yes
0x93b993c386dbd1665bce76b13bb7ad9a45d6e214	1587	1	1.11	0	1	Gitcoin Alpha	yes
0xf05e75e42272ec60ba6157d647924fd2de7a9495	1587	1	1.1	0	1	Gitcoin Alpha	yes
0xe53085d26544daf3ba8f66b2d1b108e285cc51f9	1587	1	1.1	0	1	Gitcoin Alpha	yes
0x416365993481e52e0472e7417656276d4e147a00	1587	1	1.1	0	1	Gitcoin Alpha	yes
0x5c850951fa56a89d8ae4a0f4d5387eefb403919c	1587	1	1.1	0	1	Gitcoin Alpha	yes
0x506d0199ec8f7c0b698a9a92c1a40eea89344f9d	1587	1	1.1	0	1	Gitcoin Alpha	yes
0x94073592368e838dd614fa629b37f60ec7b1c3a4	1587	1	1.1	0	1	Gitcoin Alpha	yes
0x9219d387224d1d9bc9009cb6395a2f2e0094726b	1587	1	1.1	0	1	Gitcoin Alpha	yes
0xacc8b08359f6bf6a5a4a2eda056ade309cc0c716	1587	1	1.07	0	1	Gitcoin Alpha	yes
0x27048f52585da8963c217c405f041c421beb40d3	1587	1	1.04	0	1	Gitcoin Alpha	yes
0x7b3c8ed1498aab54e3aa0cb964f5b27bb41830e7	1587	1	1.04	0	1	Gitcoin Alpha	yes
0x6430f34e563c719a74cdf9bdd565bc569b1cdf51	1587	1	1.02	0	1	Gitcoin Alpha	yes
0xbeeb1fa8da9730bbc9cb3b5aa4e6ba0793fe0d21	1587	1	1.01	0	1	Gitcoin Alpha	yes
0x59da03e05a9baa78c2978b3b1374d849e2be3cab	1587	1	1.01	0	1	Gitcoin Alpha	yes
0x284f3268d61e07337b6bb461e9994f678b543b10	1587	1	1.01	0	1	Gitcoin Alpha	yes
0x6e8c1adaedb9a0a801dd50afd95b5c07e9629c1e	1587	1	1	0	1	Gitcoin Alpha	yes
0xe43f6352cbbb43a286f77d7dbc9348fb9a4344c9	1587	1	1	0	1	Gitcoin Alpha	yes
0x2c8d2e50ee03f98a2f4ccfbe1a61552b79bdf6fa	1587	1	1	0	1	Gitcoin Alpha	yes
0xdbb74bb17992fc6e9acc802eb2d4d99a56918120	1587	1	1	0	1	Gitcoin Alpha	yes
0x8952f922db4502df5789cc198db7afd557177450	1587	1	1	0	1	Gitcoin Alpha	yes
0x3c2714b19cc07feb1fde1e2674a19d045f02d255	1587	1	1	0	1	Gitcoin Alpha	yes
0x2583336e58ceb06eb4864e9021f091057eeae3ab	1587	1	1	0	1	Gitcoin Alpha	yes
0x2012e7d3dd25ca77bf5e5e3a9b516345e65e1769	1587	1	1	0	1	Gitcoin Alpha	yes
0xf72131e357295ddbed1c478096bb81d90eff0c19	1587	1	1	0	1	Gitcoin Alpha	yes
0x2ec48f301c6d99217ccfa3209beb7e192533d504	1587	1	1	0	1	Gitcoin Alpha	yes
0x34742629108ace4d4a5adc1764fd2a08db52dc50	1587	1	1	0	1	Gitcoin Alpha	yes
0x55b23ed53fe13060183b92979c737a8ef9a73b73	1587	1	1	0	1	Gitcoin Alpha	yes
0x7f722b8b013ac7bd654b3b102acc7573a32db9bc	1587	1	1	0	1	Gitcoin Alpha	yes
0x3c8981a1d0e563536906ee27daa89a5e65312a34	1587	1	1	0	1	Gitcoin Alpha	yes
0x57e322e7fdb7da1aab19e7acf3f50b56a9e724e3	1587	1	1	0	1	Gitcoin Alpha	yes
0xbb3388a497c450dd53ed145cd88a1c9e6b98e0b0	1587	1	1	0	1	Gitcoin Alpha	yes
0x5076f87610ff3d5f859d562a050dae82f6b3c63e	1587	1	1	0	1	Gitcoin Alpha	yes
0x8270a0febba70899419e76a98bf2b5dc15fe2ff4	1587	1	0.99	0	1	Gitcoin Alpha	yes
0xf2640613da292e165c5365e59cc7c93501cfdf1a	1587	1	0.86	0	0	Gitcoin Alpha	yes
0x4b8fa9979850a88fc5c197dbc30918c697d54c1c	1587	1	0.76	0	0	Gitcoin Alpha	yes
0x8e883ae9f7fe5e651627b1024bda227ca9b2b045	1587	1	0.5	0	0	Gitcoin Alpha	yes
0xac0e8a6e02f5b3411d5e3c22e696e3ebe0d381be	1587	1	0.47	0	0	Gitcoin Alpha	yes
0xd83256a8bb182e7be2382550ed24861c71108d35	1587	1	0.3	0	0	Gitcoin Alpha	yes
0x317f10fe47781c4bb0fcbd5214975fde5d33e46e	1587	1	0.3	0	0	Gitcoin Alpha	yes
0xd1c805676244085838262806ffb92b21421e5b8d	1587	1	0.16	0	0	Gitcoin Alpha	yes
0xf0d59a0f2f7d43bb519c6bf8b462451a7a75f4f4	1587	1	0.16	0	0	Gitcoin Alpha	yes
0x79a555b77f09c3de481c4b412c14c25ea78c79b5	1587	1	0.16	0	0	Gitcoin Alpha	yes
0xa77ce92a601d504a6d64af843eb5a3994616969c	1587	1	0.16	0	0	Gitcoin Alpha	yes
0x8c57d1fab10d4b78f49ef5c6abaeb76a63710f61	1587	1	0.14	0	0	Gitcoin Alpha	yes
0x173f45c416c740b0c1b9f2ce490e4cf5dccc715f	1587	1	0.1	0	0	Gitcoin Alpha	yes
0x69f9e121702461ea52f627a6147ea3c6dc2def31	1587	1	0.02	0	0	Gitcoin Alpha	yes
0x72a751d1c234edd049ef3a2c7be592809063bcb7	1587	1				GG18	yes
0xfeb63b61581f604772089eb760c4ec97a40e6653	1587	1				GG18	yes
0xf8a98a26fd0ac849a811bf279eea180213e93877	1587	1				GG18	yes
0x447bc0f11ad75f1060aaafb5311356ab063219c7	1587	1				GG18	yes
0x2b9115abb961a41fa11a4846806c77ae7c94e7a5	1587	1				GG18	yes
0x1b3fd358c66974572cd7c77b5be7759c67c178b1	1587	1				GG18	yes
0xa7c6a8782632733d48246bf516475341dac6d65b	1587	1				GG18	yes
0xe73a198e7c07c418d7dcfd42f5e953074abbd125	1587	1				GG18	yes
0xcaca92abbf03e62bb450ccf72b877c6bae36eeb8	1587	1				GG18	yes
0x9ef258f3053159de2bfb531e6a18a18bfe014ea6	1587	1				GG18	yes
0x515ac6e358d148aedebcd637f04dab1f2210860a	1587	1				GG18	yes
0xd2895e034f0d42be4bcea15204895786108ea2be	1587	1				GG18	yes
0xd01b59b0634deb824ac35aa91f23c19faa6eb718	1587	1				GG18	yes
0xd3f0e22b41afe1ac157a4c5aafbb256bb00d3a24	1587	1				GG18	yes
0xf0a0654f91ccb43e7a13570690a8c792fb6a67fa	1587	1				GG18	yes
0x78e9337e493a52eb4cbac91f63b54001eac042b0	1587	1				GG18	yes
0xf8c2c4b8d04b80e4f205c62d6f159526dfd17cae	1587	1				GG18	yes
0x62756bedc2c98f80ce83e45bc9f8062345b65d8e	1587	1				GG18	yes
0x874938e1d1a0b91395eb11be16f418b91320811c	1587	1				GG18	yes
0x68bf5ccdcadaefb551925fc9dbb78960a6910276	1587	1				GG18	yes
0xe2f2dd463201d62128de79082f7109617472a666	1587	1				GG18	yes
0xc584f09928d490237831f6e5da805cba82652497	1587	1				GG18	yes
0x65ad2bf7e09af2597c140df6386a3003d0f5f8ee	1587	1				GG18	yes
0xff461db2e79550d0509a4353a466b71860bb1e37	1587	1				GG18	yes
0x55285651e90b49029f11aa83c23a8b58dfb29d76	1587	1				GG18	yes
0xeb40a065854bd90126a4e697aea0976ba51b2ee7	1587	1				GG18	yes
0x38ba41fd712fee651e6b8be3140e8c06db516a67	1587	1				GG18	yes
0xada7b26318df1df199de14878616d20404b15821	1587	1				GG18	yes
0xf462fc5cf044816086cf8f0eb43a258dc64a4662	1587	1				GG18	yes
0xd034fd34eaee5ec2c413c51936109e12873f4da5	1587	1				GG18	yes
0xc1548567e646670ce55389245769e631cc4c2b39	1587	1				GG18	yes
0xf4fb0d78fb9c9da757fd74d393e10ee0b3c23c02	1587	1				GG18	yes
0x3e1d3136387ea15389248077dc6426c42b07a585	1587	1				GG18	yes
0x2507a75a75ae0578c29cdb6a3ff770c3d67cc02e	1587	1				GG18	yes
0x6e4ae8b7849f111f9ae750d7a0cf0163705a5a29	1587	1				GG18	yes
0xaa6df4fcf839c39574dd34b24a657ecffb5ed603	1587	1				GG18	yes
0xa717310f71b2e7809c8941d14e95ef6fba990c16	1587	1				GG18	yes
0x47cec4fce0aa14fb5eaf21de4d67806ec2e298a5	1587	1				GG18	yes
0x325354c84e177348d0d742b623299623e31e3a04	1587	1				GG18	yes
0x2ee901d6aab21aa32e50ad15779201c2d6637092	1587	1				GG18	yes
0x63757e9c621ae7963f2db2c7f02a1cdd89d6375d	1587	1				GG18	yes
0x369b6bb33f308b8e33e018602c9600e8313176da	1587	1				GG18	yes
0xf0bafdd80a4185ec3cdbf1fb72f9f52406c01772	1587	1				GG18	yes
0x6ccc37ec90b7969b6ac2b188b87fb8129785e719	1587	1				GG18	yes
0xddb9a1ac541e3a65d5e9323a3cf4750ca68a5109	1587	1				GG18	yes
0xc0ad993c76000a950782ab0561a524732cb27c7d	1587	1				GG18	yes
0x117e1ebb7d05545064850513021df6ade3c1690b	1587	1				GG18	yes
0xdd8422da958d7b9773b033717eccce0fbb26ce01	1587	1				GG18	yes
0x772f47bb1d650c53ab1e4bacfe5537d65c8f4ff6	1587	1				GG18	yes
0xc316088d4701a2c6ec8dbb03bd6b22dd7ea32e13	1587	1				GG18	yes
0xaf6cf6a57976f66b2bb7ffb00b45a491d1657093	1587	1				GG18	yes
0x901f1a621be23367292633b0182a03fdba6160f9	1587	1				GG18	yes
0xbb61e65746b25cc0f14a28d1e27cbee2ea7e03fc	1587	1				GG18	yes
0x41c895a7c2bc0707420d8c4bb4accba32f769aa5	1587	1				GG18	yes
0x8d8ababefb4396d4656c1429badc568877f5d0c6	1587	1				GG18	yes
0x302e2a0d4291ac14aa1160504ca45a0a1f2e7a5c	1587	1				GG18	yes
0x9e12c8f6ca00c12186004ba3f6baa0e237814270	1587	1				GG18	yes
0x7f722b8b013ac7bd654b3b102acc7573a32db9bc	1587	1				GG18	yes
0x5a5d9ab7b1bd978f80909503ebb828879daca9c3	1587	1				GG18	yes
0x19d50766c78a75f80bf2bd33b51e9baa26882a6f	1587	1				GG18	yes
0xf9f28999b7ca9b487f695d328f1e5772d5e25a86	1587	1				GG18	yes
0xb03f5438f9a243de5c3b830b7841ec315034cd5f	1587	1				GG18	yes
0xe5186a9cabd0f3fe262babe4e895ed39e8b1128a	1587	1				GG18	yes
0x1569a95eaf3bb970e5c03f53f026849864c39fda	1587	1				GG18	yes
0x86579ebce57605929da73d8ce17f40960c3b052a	1587	1				GG18	yes
0x905ef03c90cc4b6a062f974572c4f90f09f9d7f1	1587	1				GG18	yes
0x817b9fee2127c3d4c92efa813432e0098ad88990	1587	1				GG18	yes
0x5fbb0ced8686a68d89fdedbec8e2696623e6e87a	1587	1				GG18	yes
0xe029a1301dcdb627c84f383d6f2cbee2d9bcc320	1587	1				GG18	yes
0xed8db37778804a913670d9367aaf4f043aad938b	1587	1				GG18	yes
0xe154e14ea5eccd32b39ec6c140d5e4ab355d528c	1587	1				GG18	yes
0xf55d40d1e5255a639ab36834f93d44ce8125e047	1587	1				GG18	yes
0x6062e9d4f9fbe502af842051af86bb119805293e	1587	1				GG18	yes
0x283e94a490529741f4b149c0c66b9c153a18070c	1587	1				GG18	yes
0xcd0d4cdb238eec15fcf4ff9d13d5a59051e507d7	1587	1				GG18	yes
0x764105ebc1a6443ba0235dd00f0ef8a335ff290b	1587	1				GG18	yes
0x37db4e054a5bd500ee361c48c13a2de2cc474c30	1587	1				GG18	yes
0x4f8f884c40c98c593e0f82ef4d93d994ce4125aa	1587	1				GG18	yes
0x2dd2036c9db2ada2739509af0047c00c8b9291ef	1587	1				GG18	yes
0x3ba791e9a6c25965772dbb7f2ff2ae621637caed	1587	1				GG18	yes
0xeb134c0c53b28962eb83d24b286af07c194e7ec3	1587	1				GG18	yes
0x7f2834775c64bda69bd39a965f33d2978dd04ad0	1587	1				GG18	yes
0x58958402772a9f46001501722270a8bffcb7a7a7	1587	1				GG18	yes
0x05bb279648e4e4cbcdecf2d4d6ec310999d444e7	1587	1				GG18	yes
0x18d35c6df1c32fe1b6286f57c772f2be9efd9ff0	1587	1				GG18	yes
0xc7b9587517ef4db0caab57dbb15dfce51fb85d61	1587	1				GG18	yes
0x4bec7a17cd54204e2b6f3a3ffdf9620d00a08b7f	1587	1				GG18	yes
0xa5566b802dd6faf6e43b77767a0a321c0519f802	1587	1				GG18	yes
0x5bc3911beac22f1903fa8ea1d9126eb014e73cc8	1587	1				GG18	yes
0x2c8467da8b7b3d0a7e3886f6cb6697c49571ff66	1587	1				GG18	yes
0xddd5d97e6442e0a5372841b41421d90ffe712ca2	1587	1				GG18	yes
0xea093c6eb8b13892fd2b6984d3f89d9f8016fec5	1587	1				GG18	yes
0x668cfbdb0ce5f7a6a918b09f7bd098f8aa242a5a	1587	1				GG18	yes
0xdeb250add368b74ebccd59862d62fa4fb57e09d4	1587	1				GG18	yes
0x8e0c7503bea7b4eac750fa90f680c0d0537f706c	1587	1				GG18	yes
0xff8ff7bf3b01619a3eb99a59e3ac263aaebc5fc5	1587	1				GG18	yes
0x186b809c836ff3f01bc0ecabe5ac3026abf58abe	1587	1				GG18	yes
0xb66ee01df352ff8350a3522539bf5fb1e6951299	1587	1				GG18	yes
0xcdcffed9b7927803e5847c8ccb518830a8849405	1587	1				GG18	yes
0xddf24921762110e710e8987a81f111abadfdcfdc	1587	1				GG18	yes
0x2c844b941c67b24c799fd43bad117cdf7f23ef81	1587	1				GG18	yes
0xcd818a14c8c74426d417b0e04ea227bd5a243ca0	1587	1				GG18	yes
0x5e12b545920b6aab0a9c66f068f55e2e9d8b8d5d	1587	1				GG18	yes
0x2faf18cd41c54fadd5d49a299f8892b072e42e4c	1587	1				GG18	yes
0x8fbf00141b4832a7f56cfe8c8705be51b0db849a	1587	1				GG18	yes
0x4df83971f6f1bfd8d33a2e79584bdfde75f4df60	1587	1				GG18	yes
0x9caf6288768e5aec3853ea7895113d0b66bd8dfb	1587	1				GG18	yes
0x7b60a32f54cc256cf15562c676342db7947e280b	1587	1				GG18	yes
